"","from","to","source","database"
"4347","SH3GLB1","ZNF576","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4348","MARK3","NSDHL","cpdb_complex","cpdb"
"4349","HIST1H4B","TP53BP1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4350","BBS1","ANKRD26","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4351","MAPK14","CNR2","evex_binding","evex_signaling"
"4352","RIOK3","MED4","inweb_inbio_interaction","inweb_inbiomap"
"4353","KLRK1","IL15RA","evex_binding","evex_signaling"
"4354","PSMD10","CDK15","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4355","RPL37A","RPL15","omnipath_undirectional","omnipath"
"4356","TGFB1","MCC","inweb_inbio_interaction","inweb_inbiomap"
"4357","HDAC2","GTF2I","inweb_inbio_interaction","inweb_inbiomap"
"4358","PPP2R5A","CDC27","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4359","WDR89","HIST1H2AC","inweb_inbio_interaction","inweb_inbiomap"
"4360","TRIP6","DMRT3","omnipath_undirectional","omnipath"
"4361","DDX46","ACTB","cpdb_complex","cpdb"
"4362","KPNA4","RPN2","inweb_inbio_interaction","inweb_inbiomap"
"4363","SEC23B","CPSF7","inweb_inbio_interaction","inweb_inbiomap"
"4364","SRPK2","BAZ1A","inweb_inbio_interaction","inweb_inbiomap"
"4365","ATG101","FKBP4","inweb_inbio_interaction","inweb_inbiomap"
"4366","AGK","PLPP1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"4367","SRSF6","TOE1","cpdb_interaction","cpdb"
"4368","CBY1","NKAP","cpdb_complex","cpdb"
"4369","TTF2","RPF2","cpdb_complex","cpdb"
"4370","RNF185","RPS27A","inweb_inbio_pathway","inweb_inbiomap"
"4371","CACNG1","PLN","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"4372","EPN2","UBA52","inweb_inbio_interaction_pathway","inweb_inbiomap"
"4373","GNB5","AGTR2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4374","LRP8","MOV10","inweb_inbio_interaction","inweb_inbiomap"
"4375","RFXAP","ANKRD2","evex_binding","evex_signaling"
"4376","HIST1H4I","SF3B3","inweb_inbio_interaction","inweb_inbiomap"
"4377","NUP153","MYC","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4378","SOCS1","LCK","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4379","CDK19","EIF3A","inweb_inbio_interaction","inweb_inbiomap"
"4380","NR5A2","NR1I2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4381","CSNK1D","SORBS2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4382","ISG20L2","CEBPZ","inweb_inbio_interaction","inweb_inbiomap"
"4383","DNM1L","IMPDH2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4384","PAX6","VAX1","evex_binding","evex_signaling"
"4385","SLX1B","PSMA4","inweb_inbio_interaction","inweb_inbiomap"
"4386","RAD18","TEX10","cpdb_complex","cpdb"
"4387","CCT2","MLST8","inweb_inbio_interaction","inweb_inbiomap"
"4388","EIF4A1","MMS19","inweb_inbio_interaction","inweb_inbiomap"
"4389","TNFSF10","OSMR","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4390","ZNF23","MTUS2","cpdb_interaction","cpdb"
"4391","SNAP25","C5orf30","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4392","ERCC4","BRCA1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4393","SUZ12","NCBP1","inweb_inbio_interaction","inweb_inbiomap"
"4394","TTF2","GCN1","cpdb_complex","cpdb"
"4395","PLXNA2","TAZ","inweb_inbio_interaction","inweb_inbiomap"
"4396","GRAP","RBPMS","cpdb_interaction","cpdb"
"4397","CYSLTR1","NMUR2","inweb_inbio_pathway","inweb_inbiomap"
"4398","GNGT1","TAS2R40","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4399","REG1B","NUP155","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4400","IGKV2D-40","IGHV3-48","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4401","RPS10","EIF4E2","inweb_inbio_interaction","inweb_inbiomap"
"4402","MAPRE1","TUBA1B","inweb_inbio_interaction","inweb_inbiomap"
"4403","STX1A","SNAP25","omnipath_undirectional","omnipath"
"4404","MRPL43","MRPL3","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4405","RSL24D1","HIST2H2AA4","inweb_inbio_interaction","inweb_inbiomap"
"4406","COPA","TMEM237","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4407","MIS18A","TMEM150A","inweb_inbio_interaction","inweb_inbiomap"
"4408","EIF3C","CSN2","cpdb_complex","cpdb"
"4409","SH3KBP1","SEPHS1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4410","CRY2","TAGLN2","inweb_inbio_interaction","inweb_inbiomap"
"4411","POLA1","ACSM1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"4412","CTNNB1","PARD3","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4413","PAK1","NCK1","evex_binding","evex_signaling"
"4414","FAM19A3","DHPS","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4415","ACAA1","SBDS","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4416","GPAT3","DBT","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"4417","NUCB2","APOL2","cpdb_complex","cpdb"
"4418","CEP44","NPHP4","cpdb_complex","cpdb"
"4419","CEP57L1","FAM9B","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4420","NEFL","CDK5RAP2","vinayagam_ppi","vinayagam"
"4421","TTC12","NUF2","cpdb_complex","cpdb"
"4422","PCBP1","SNRPA","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4423","RPS4X","AHSA1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4424","POM121C","KPNA5","pathwaycommons_controls_transport_of","pathwaycommons_signaling"
"4425","CRX","PSMA1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4426","CDH1","PAG1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4427","SF3A2","ASPH","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4428","MRPS22","TMEM126A","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4429","TRPM7","ANXA6","evex_binding","evex_signaling"
"4430","TBL1Y","NCOR1","evex_binding","evex_signaling"
"4431","PGD","PPP2R1B","inweb_inbio_interaction","inweb_inbiomap"
"4432","PAIP2","GABARAPL2","inweb_inbio_interaction","inweb_inbiomap"
"4433","HSP90AB1","RPS7","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4434","EPB41","TMEM33","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4435","LDLR","CYP7A1","evex_binding","evex_signaling"
"4436","SND1","PPP2R1A","inweb_inbio_interaction","inweb_inbiomap"
"4437","RPF1","TUBA4A","inweb_inbio_interaction","inweb_inbiomap"
"4438","RGS6","G3BP2","evex_binding","evex_signaling"
"4439","ELOC","ID2","cpdb_interaction","cpdb"
"4440","VIM","XRCC4","inweb_inbio_interaction","inweb_inbiomap"
"4441","LRRFIP1","FLII","inweb_inbio_interaction","inweb_inbiomap"
"4442","NECAP2","SYT8","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4443","HIST1H3B","MAT2A","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4444","RPUSD2","AARSD1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4445","MCF2L","RHOBTB1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4446","FLII","AP2B1","cpdb_complex","cpdb"
"4447","RNPC3","SF3B2","inweb_inbio_pathway","inweb_inbiomap"
"4448","IGHV1-2","C1QA","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4449","ETFA","ATP2A2","inweb_inbio_interaction","inweb_inbiomap"
"4450","SHC1","CAV1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4451","SAE1","RANGAP1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4452","CTU1","MAPRE1","inweb_inbio_interaction","inweb_inbiomap"
"4453","NTRK1","CASK","inweb_inbio_interaction","inweb_inbiomap"
"4454","ZWILCH","CENPC","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4455","ZNF711","HIST1H3B","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4456","RPL10","H3F3C","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4457","SET","TMOD1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4458","CASP3","CASP2","evex_binding","evex_signaling"
"4459","ZNF471","ZNF99","inweb_inbio_interaction","inweb_inbiomap"
"4460","ATF2","MAPK8","omnipath_directional","omnipath"
"4461","SFPQ","TBL1XR1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4462","NRG1","ABI1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4463","ALAD","SMIM7","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4464","CLN3","TMPO","inweb_inbio_interaction","inweb_inbiomap"
"4465","CDC5L","PCBP1","cpdb_interaction","cpdb"
"4466","SCO1","PSME1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4467","ASIC2","AKAP1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"4468","ODF2","ARHGAP21","inweb_inbio_interaction","inweb_inbiomap"
"4469","PYCR2","TMEM165","inweb_inbio_interaction","inweb_inbiomap"
"4470","NIT1","MIPEP","cpdb_complex","cpdb"
"4471","GABRQ","GABRA1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4472","CLTCL1","VAMP4","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4473","IL2RA","BCL2","evex_regulation_other","evex_signaling"
"4474","CCDC22","TOE1","inweb_inbio_interaction","inweb_inbiomap"
"4475","SRP19","TRAM1","inweb_inbio_pathway","inweb_inbiomap"
"4476","FCN1","MASP2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4477","PIK3R3","IGKV2D-40","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4478","ANAPC5","ANAPC1","omnipath_undirectional","omnipath"
"4479","SPTAN1","EIF4A1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4480","CCR5","HPRT1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4481","HIST1H4H","HIST1H3D","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4482","CSNK2A1","STARD10","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4483","TRIM17","UBE2E1","inweb_inbio_interaction","inweb_inbiomap"
"4484","NDUFAF8","ECH1","inweb_inbio_interaction","inweb_inbiomap"
"4485","FAM162A","IWS1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4486","MBD2","HIST1H3C","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4487","REL","PLCB4","cpdb_interaction","cpdb"
"4488","APP","PDCD7","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4489","MED6","PPIG","cpdb_complex","cpdb"
"4490","PA2G4","ERI3","cpdb_complex","cpdb"
"4491","SPTAN1","P4HB","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4492","USMG5","RING1","cpdb_complex","cpdb"
"4493","STAT3","IFNAR1","omnipath_undirectional","omnipath"
"4494","ZKSCAN1","CEP250","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4495","H2AFJ","TOP1","inweb_inbio_interaction","inweb_inbiomap"
"4496","CFDP1","HNRNPL","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4497","MAP2K1","FOXP3","inweb_inbio_interaction","inweb_inbiomap"
"4498","APLP1","APBB3","inweb_inbio_interaction","inweb_inbiomap"
"4499","WAC","RNF40","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4500","MYH1","PDIA3","inweb_inbio_interaction","inweb_inbiomap"
"4501","CDH1","CD8A","evex_binding","evex_signaling"
"4502","TAB2","CHUK","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"4503","GABARAPL1","SRSF7","inweb_inbio_interaction","inweb_inbiomap"
"4504","PAX6","RBBP5","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4505","EXOSC3","NOL6","inweb_inbio_interaction","inweb_inbiomap"
"4506","UBC","NKX2-5","inweb_inbio_interaction","inweb_inbiomap"
"4507","SRSF2","CCNB2","cpdb_complex","cpdb"
"4508","NKAIN1","MTAP","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"4509","TXNDC9","ABRAXAS2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4510","FRS3","RASA4","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4511","GNGT1","RXFP2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4512","IPO9","FXR1","cpdb_complex","cpdb"
"4513","SMURF1","CLNS1A","inweb_inbio_interaction","inweb_inbiomap"
"4514","ZNF143","SALL3","inweb_inbio_interaction","inweb_inbiomap"
"4515","GABARAPL2","WDR77","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4516","SPTAN1","ATP1A1","inweb_inbio_interaction","inweb_inbiomap"
"4517","ETNK2","HNRNPK","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4518","COQ2","THRAP3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4519","MDFI","DOCK2","inweb_inbio_interaction","inweb_inbiomap"
"4520","PSMD13","PSMB4","inweb_inbio_interaction_pathway","inweb_inbiomap"
"4521","PPP1CA","BRCA1","omnipath_directional","omnipath"
"4522","HIP1","SNX9","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4523","PLD1","AKT1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4524","PSMC2","GCN1","inweb_inbio_interaction","inweb_inbiomap"
"4525","HMGCS1","RPL35","inweb_inbio_interaction","inweb_inbiomap"
"4526","MISP","HIP1R","cpdb_complex","cpdb"
"4527","PLK3","MFF","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4528","IDH3B","MCM3","cpdb_complex","cpdb"
"4529","CPSF2","UBA1","cpdb_complex","cpdb"
"4530","APP","BMX","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4531","WDR83","ALMS1","cpdb_complex","cpdb"
"4532","ATOX1","PYCR3","inweb_inbio_interaction","inweb_inbiomap"
"4533","DCP1A","DCP1B","omnipath_undirectional","omnipath"
"4534","EMC4","SPCS2","cpdb_complex","cpdb"
"4535","BCL2","CPT1A","omnipath_undirectional","omnipath"
"4536","CCDC18","SDCCAG8","inweb_inbio_interaction","inweb_inbiomap"
"4537","TAF1","PYCR2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4538","G3BP2","RNF2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4539","TRIM55","CKM","inweb_inbio_interaction","inweb_inbiomap"
"4540","SDR16C5","DPYSL2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4541","OR52H1","GNAL","inweb_inbio_pathway","inweb_inbiomap"
"4542","KLHL21","COMMD2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4543","MRPL44","ESR2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4544","DDX49","GTSE1","cpdb_complex","cpdb"
"4545","SFN","ESR1","inweb_inbio_interaction","inweb_inbiomap"
"4546","TMOD2","CD44","inweb_inbio_interaction","inweb_inbiomap"
"4547","CEP192","CKAP5","inweb_inbio_pathway","inweb_inbiomap"
"4548","RAB10","VAMP4","inweb_inbio_interaction","inweb_inbiomap"
"4549","MRPL2","LACTB","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4550","IGKV1-16","LAT2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4551","RBBP4","HIST1H4I","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"4552","ELOC","ADRB2","inweb_inbio_interaction","inweb_inbiomap"
"4553","SRD5A1","MYC","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4554","ATM","USP28","omnipath_undirectional","omnipath"
"4555","PSMC1","PSMA3","omnipath_undirectional","omnipath"
"4556","PGAM2","EIF4A2","inweb_inbio_interaction","inweb_inbiomap"
"4557","VPS72","EAF1","inweb_inbio_interaction","inweb_inbiomap"
"4558","RB1CC1","SESN2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4559","ZW10","RINT1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"4560","RPL9","SMAD2","inweb_inbio_interaction","inweb_inbiomap"
"4561","NCK2","KAT6B","pathwaycommons_interacts_with","pathwaycommons_signaling"
"4562","COPS5","CENPT","inweb_inbio_interaction","inweb_inbiomap"
"4563","EGFR","IL17RD","inweb_inbio_pathway","inweb_inbiomap"
"4564","SLC27A2","ATP1A3","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"4565","MAML1","EWSR1","inweb_inbio_interaction","inweb_inbiomap"
"4566","SQSTM1","SRRM2","inweb_inbio_interaction","inweb_inbiomap"
"4567","PSMB7","PPP2R1B","inweb_inbio_interaction","inweb_inbiomap"
"4568","EEF1D","EIF1B","omnipath_undirectional","omnipath"
"4569","ACTN1","GNG10","inweb_inbio_interaction","inweb_inbiomap"
"4570","ABCD3","RAD51","inweb_inbio_interaction","inweb_inbiomap"
